,sl_no,ssc_p,hsc_p,degree_p,etest_p,mba_p,gender_F,gender_M,ssc_b_Central,ssc_b_Others,hsc_b_Central,hsc_b_Others,hsc_s_Arts,hsc_s_Commerce,hsc_s_Science,degree_t_Comm&Mgmt,degree_t_Others,degree_t_Sci&Tech,workex_No,workex_Yes,specialisation_Mkt&Fin,specialisation_Mkt&HR,status
0,0.0066493359626446594,0.4455055094971922,0.605089572600664,0.38566148583339027,0.3657134779454563,0.39098095460350596,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0
1,0.011487562356862654,0.4556541608849572,0.44991037970652586,0.44502816570485926,0.4968370719343098,0.38069781650642837,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
2,0.020262944963425053,0.43903047420754276,0.45929341917096783,0.43227615921973445,0.5065736240856263,0.39039940629532266,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
3,0.031189214281161105,0.43664899993625544,0.4054597856550944,0.4054597856550944,0.5146220356391582,0.4633937511823511,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1
4,0.02857050500105172,0.4902698658180475,0.42055783361548127,0.4188436033154182,0.5531249768203613,0.3171326055116741,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
5,0.04781051207714275,0.4382630273738085,0.3968272502402848,0.535876156197975,0.4382630273738085,0.41101103548983714,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
6,0.050539233998984696,0.33211496627904225,0.35521861610714955,0.5703713551313987,0.5362934716349405,0.3847479685436992,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
7,0.05208618178597883,0.533883363306283,0.41668945428783066,0.4297109997343254,0.43622177245757277,0.4045794170225906,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
8,0.052909641743860564,0.4291559830335357,0.46442907752944274,0.4232771339508845,0.5369740752093582,0.3603146602756904,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
9,0.07510758489981549,0.43562399241892985,0.5257530942987084,0.4581562678888745,0.40558095845900366,0.3921367007619367,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
10,0.08119745854576559,0.4281320541504004,0.4502768155719728,0.4428952284314487,0.45765840271249697,0.4491695775008942,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
11,0.07835392381946202,0.45445275815287967,0.4466173657709336,0.5112593529219897,0.3917696190973101,0.4159287456083109,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
12,0.09770790717032098,0.3532516643850066,0.4133796072590503,0.4885395358516049,0.4659915572738385,0.48884017556597514,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
13,0.08598659135924061,0.47292625247582337,0.5343452463038524,0.36237206358537116,0.41764915803059727,0.421518554641763,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
14,0.11314842542409709,0.4676801584196013,0.3545317329955042,0.37716141808032366,0.5732853554820919,0.41457583075389176,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
15,0.1027841405557789,0.41756057100785177,0.4818006588552136,0.4432566061467965,0.46252863250100507,0.4153764080210415,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
16,0.1188635321692665,0.4404942662743406,0.4628685782120848,0.45867339472375773,0.4195183488327053,0.4372779589332898,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
17,0.1270868347606061,0.3883208839907408,0.4730454404978115,0.45186430137104383,0.42362278253535357,0.47502234681630984,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
18,0.12954203617963495,0.4295341199640527,0.4499881256766266,0.436352121868244,0.46362412948500925,0.4368975620205793,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
19,0.1348274632293465,0.4044823896880395,0.4516720018183108,0.47189612130271275,0.34030451719087057,0.5250855555466899,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
20,0.15405863252114058,0.4548397722052722,0.47684814827972083,0.4841842736378704,0.36680626790747756,0.4159583078070796,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
21,0.12016246771932702,0.43149249771940157,0.4151067066667661,0.46426407982467255,0.5188833833334576,0.3772009100316693,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
22,0.1545984880429647,0.46917280284343194,0.4086777423048805,0.48550646918884083,0.37325452352286215,0.4625183461841913,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0
23,0.14641352295873752,0.47218361154192856,0.3660338073968438,0.39495047818119444,0.5612518380084939,0.3881178471097867,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
24,0.12960906785573412,0.3966037476385464,0.5065122371802089,0.40883884364412765,0.5049569283659401,0.3836946844801153,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
25,0.1886940258094558,0.3815973798869686,0.39625745419985714,0.36432461906287233,0.5515671523661015,0.4741300271589133,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
26,0.15989211864563405,0.42045705273481543,0.4678324952964848,0.3908474011337721,0.5566614500996148,0.34080708992800884,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
27,0.19073615462079196,0.4291563478967819,0.4564043699854665,0.44959236446329537,0.4632163755076376,0.39298459857405316,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
28,0.17768673009385139,0.47031839317255286,0.4687253397303321,0.4135811821149989,0.44942488456496543,0.3930553012248471,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
29,0.20625175813856897,0.42625363348637585,0.4606289265094707,0.39875339906789997,0.5293795125556603,0.3526217558309067,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
30,0.21040709980900332,0.4343888512185875,0.4988684463213466,0.4954747834212014,0.35294094161510237,0.3848413728764674,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
31,0.22602442439519563,0.4732386385774408,0.37435295290454274,0.4591121120527411,0.45204884879039126,0.41192951346024403,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1
32,0.2212830494624206,0.4090383641578078,0.5431493032259415,0.44524831770620393,0.3412452844588662,0.4171520759714299,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
33,0.18844757632704687,0.482204092366267,0.36026742533111905,0.44894863772031757,0.4877466681405919,0.40338866485536684,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
34,0.2539293408855257,0.44981768956864554,0.3700113252903375,0.3772664493156382,0.49654068829158227,0.45540413506812716,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
35,0.22197577172828858,0.4254535624792198,0.48094750541129194,0.44395154345657717,0.43778554979745804,0.3868544421731341,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
36,0.29344659714123494,0.40448044470818867,0.34896352092471183,0.4520663793797403,0.5075833031632172,0.4080493898085551,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
37,0.2442466035105356,0.5077758336140082,0.4884932070210712,0.42164676816555613,0.37279744746344906,0.3565357657034055,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0
38,0.2711555376580503,0.5075475448471197,0.4032569534401773,0.4588786021905466,0.3733603172368538,0.39533086849324967,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
39,0.23311134168570533,0.4720504669135533,0.3962892808656991,0.37297814669712853,0.5419838694192649,0.36458613839644316,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
40,0.24438746247487184,0.4649322456839025,0.4589715758674422,0.4768535853168231,0.3576401889876173,0.39769589015423046,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
41,0.2680785599577771,0.47232889135417866,0.40313909159364764,0.41488348564894073,0.41488348564894073,0.4452657224441555,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
42,0.3338708152592384,0.3804574406442484,0.30281306500256505,0.5046884416709417,0.4891595665426051,0.3976168476610604,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
43,0.23627448562707604,0.46717909658080947,0.46717909658080947,0.36515147778729934,0.5101380939675505,0.3377651169532519,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
44,0.24914373261094025,0.42631260913427554,0.40416649956885864,0.44845871869969245,0.49275093783052626,0.38589595917738967,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
45,0.2911494986802168,0.48102960651514076,0.4050775633811712,0.4557122588038176,0.3671015418141864,0.4210907858085831,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1
46,0.2888619210938109,0.43568982098596293,0.4423889591560109,0.40317748986710633,0.4179278858378541,0.4402378597436101,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
47,0.32228775055055175,0.4230026725975992,0.40285968818818974,0.38271670377878025,0.5237175946446466,0.3662665998444291,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
48,0.3242598515229082,0.41690552338659626,0.4102879753963328,0.4499932633379134,0.4235230713768597,0.413332047471854,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
